State;5 - Temperature;6 - Temperature;8 - Temperature;T-101 - Spec Value (Reflux Ratio);T-101 - Spec Value (Distillate Rate);T-100 - Spec Value (Distillate Rate);10 Out - Master Comp Molar Flow (diM-Ether);15 - Master Comp Molar Flow (Methanol);SPRDSHT-1 - A10: Q_sum
Case 309;240.00;346.67;90.00;2.00;66.67;110.00;110.00;39.16;52047420.94
Case 310;240.00;346.67;90.00;2.00;66.67;116.67;113.75;29.18;53723036.15
Case 311;240.00;346.67;90.00;2.00;66.67;123.33;113.99;22.32;55492485.46
Case 312;240.00;346.67;90.00;2.00;66.67;130.00;114.07;15.63;57010250.11
Case 313;240.00;346.67;90.00;2.00;73.33;110.00;110.01;39.18;53651415.55
Case 314;240.00;346.67;90.00;2.00;73.33;116.67;115.22;27.72;55063687.38
Case 315;240.00;346.67;90.00;2.00;73.33;123.33;115.55;20.76;56981558.43
Case 316;240.00;346.67;90.00;2.00;73.33;130.00;115.64;14.02;58546516.62
Case 317;240.00;346.67;90.00;2.00;80.00;110.00;110.02;39.21;55238402.88
Case 318;240.00;346.67;90.00;2.00;80.00;116.67;116.60;26.30;56316363.74
Case 319;240.00;346.67;90.00;2.00;80.00;123.33;117.08;19.26;58446656.03
Case 320;240.00;346.67;90.00;2.00;80.00;130.00;117.20;12.52;60071461.31
Case 321;240.00;346.67;96.67;1.30;60.00;110.00;110.03;38.75;47409857.58
Case 322;240.00;346.67;96.67;1.30;60.00;116.67;111.31;31.38;48409205.99
Case 323;240.00;346.67;96.67;1.30;60.00;123.33;111.43;24.69;47875473.33
Case 324;240.00;346.67;96.67;1.30;60.00;130.00;111.44;18.14;47263908.05
Case 325;240.00;346.67;96.67;1.30;66.67;110.00;109.98;38.64;48718634.89
Case 326;240.00;346.67;96.67;1.30;66.67;116.67;112.80;29.98;49733245.82
Case 327;240.00;346.67;96.67;1.30;66.67;123.33;112.95;23.24;48884665.25
Case 328;240.00;346.67;96.67;1.30;66.67;130.00;112.97;16.63;48233377.63
Case 329;240.00;346.67;96.67;1.30;73.33;110.00;110.03;38.57;50025561.06
Case 330;240.00;346.67;96.67;1.30;73.33;116.67;114.19;28.51;50768094.50
Case 331;240.00;346.67;96.67;1.30;73.33;123.33;114.47;21.76;50043789.78
Case 332;240.00;346.67;96.67;1.30;73.33;130.00;114.49;15.12;49291494.04
Case 333;240.00;346.67;96.67;1.30;80.00;110.00;109.99;38.73;51308979.71
Case 334;240.00;346.67;96.67;1.30;80.00;116.67;115.60;27.17;52285266.21
Case 335;240.00;346.67;96.67;1.30;80.00;123.33;115.95;20.29;51277611.31
Case 336;240.00;346.67;96.67;1.30;80.00;130.00;115.98;13.69;50408689.84
Case 337;240.00;346.67;96.67;1.53;60.00;110.00;109.97;39.05;48230359.88
Case 338;240.00;346.67;96.67;1.53;60.00;116.67;111.69;31.07;50216694.92
Case 339;240.00;346.67;96.67;1.53;60.00;123.33;111.85;24.36;51097117.73
Case 340;240.00;346.67;96.67;1.53;60.00;130.00;111.89;17.73;50788021.66
Case 341;240.00;346.67;96.67;1.53;66.67;110.00;110.04;38.76;49645808.07
Case 342;240.00;346.67;96.67;1.53;66.67;116.67;113.18;29.63;51443721.55
Case 343;240.00;346.67;96.67;1.53;66.67;123.33;113.41;22.84;52277147.02
Case 344;240.00;346.67;96.67;1.53;66.67;130.00;113.45;16.18;51930043.31
Case 345;240.00;346.67;96.67;1.53;73.33;110.00;110.02;38.84;51042866.68
Case 346;240.00;346.67;96.67;1.53;73.33;116.67;114.62;28.24;52622452.46
Case 347;240.00;346.67;96.67;1.53;73.33;123.33;114.93;21.32;53573565.61
Case 348;240.00;346.67;96.67;1.53;73.33;130.00;114.99;14.64;53132870.55
Case 349;240.00;346.67;96.67;1.53;80.00;110.00;110.00;38.94;52424368.52
Case 350;240.00;346.67;96.67;1.53;80.00;116.67;116.02;26.76;53734418.09
Case 351;240.00;346.67;96.67;1.53;80.00;123.33;116.44;19.82;54972946.66
Case 352;240.00;346.67;96.67;1.53;80.00;130.00;116.51;13.18;54404112.91
Case 353;240.00;346.67;96.67;1.77;60.00;110.00;109.97;39.17;49068738.92
Case 354;240.00;346.67;96.67;1.77;60.00;116.67;111.96;30.86;51008755.85
Case 355;240.00;346.67;96.67;1.77;60.00;123.33;112.15;24.11;52672860.32
Case 356;240.00;346.67;96.67;1.77;60.00;130.00;112.21;17.43;53646240.10
Case 357;240.00;346.67;96.67;1.77;66.67;110.00;110.03;38.95;50581984.74
Case 358;240.00;346.67;96.67;1.77;66.67;116.67;113.47;29.40;52319152.07
Case 359;240.00;346.67;96.67;1.77;66.67;123.33;113.72;22.56;54072874.21
Case 360;240.00;346.67;96.67;1.77;66.67;130.00;113.79;15.87;54951319.26
Case 361;240.00;346.67;96.67;1.77;73.33;110.00;110.02;39.01;52076502.13
Case 362;240.00;346.67;96.67;1.77;73.33;116.67;114.92;27.94;53576951.58
Case 363;240.00;346.67;96.67;1.77;73.33;123.33;115.26;21.03;55462536.85
Case 364;240.00;346.67;96.67;1.77;73.33;130.00;115.35;14.30;56315007.15
Case 365;240.00;346.67;96.67;1.77;80.00;110.00;110.04;39.03;53557054.88
Case 366;240.00;346.67;96.67;1.77;80.00;116.67;116.32;26.56;54749125.46
Case 367;240.00;346.67;96.67;1.77;80.00;123.33;116.78;19.56;56826883.05
Case 368;240.00;346.67;96.67;1.77;80.00;130.00;116.89;12.82;57739711.96
Case 369;240.00;346.67;96.67;2.00;60.00;110.00;109.97;39.30;49920441.40
Case 370;240.00;346.67;96.67;2.00;60.00;116.67;112.16;30.70;51817654.52
Case 371;240.00;346.67;96.67;2.00;60.00;123.33;112.36;23.93;53488572.46
Case 372;240.00;346.67;96.67;2.00;60.00;130.00;112.45;17.24;54969701.52
Case 373;240.00;346.67;96.67;2.00;66.67;110.00;110.02;39.11;51527615.79
Case 374;240.00;346.67;96.67;2.00;66.67;116.67;113.68;29.24;53216904.58
Case 375;240.00;346.67;96.67;2.00;66.67;123.33;113.95;22.36;54979270.81
Case 376;240.00;346.67;96.67;2.00;66.67;130.00;114.04;15.64;56498238.10
Case 377;240.00;346.67;96.67;2.00;73.33;110.00;110.01;39.18;53116203.78
Case 378;240.00;346.67;96.67;2.00;73.33;116.67;115.13;27.75;54554117.39
Case 379;240.00;346.67;96.67;2.00;73.33;123.33;115.50;20.80;56459136.31
Case 380;240.00;346.67;96.67;2.00;73.33;130.00;115.61;14.06;58021037.30
Case 381;240.00;346.67;96.67;2.00;80.00;110.00;110.00;39.27;54686534.25
Case 382;240.00;346.67;96.67;2.00;80.00;116.67;116.51;26.33;55811990.39
Case 383;240.00;346.67;96.67;2.00;80.00;123.33;117.03;19.32;57913292.95
Case 384;240.00;346.67;96.67;2.00;80.00;130.00;117.17;12.56;59535657.39
Case 385;240.00;346.67;103.33;1.30;60.00;110.00;110.03;38.75;46882612.38
Case 386;240.00;346.67;103.33;1.30;60.00;116.67;111.25;31.41;48283051.08
Case 387;240.00;346.67;103.33;1.30;60.00;123.33;111.40;24.74;47689686.56
Case 388;240.00;346.67;103.33;1.30;60.00;130.00;111.42;18.16;47028692.73
Case 389;240.00;346.67;103.33;1.30;66.67;110.00;109.98;38.64;48178140.20
Case 390;240.00;346.67;103.33;1.30;66.67;116.67;112.70;29.99;49449679.81
Case 391;240.00;346.67;103.33;1.30;66.67;123.33;112.92;23.27;48773981.34
Case 392;240.00;346.67;103.33;1.30;66.67;130.00;112.94;16.65;48021512.47
Case 393;240.00;346.67;103.33;1.30;73.33;110.00;109.98;38.66;49465490.13
Case 394;240.00;346.67;103.33;1.30;73.33;116.67;114.14;28.52;50779485.13
Case 395;240.00;346.67;103.33;1.30;73.33;123.33;114.42;21.81;49925265.99
Case 396;240.00;346.67;103.33;1.30;73.33;130.00;114.46;15.14;49099226.53
Case 397;240.00;346.67;103.33;1.30;80.00;110.00;109.99;38.73;50740349.16
Case 398;240.00;346.67;103.33;1.30;80.00;116.67;115.51;27.24;52220531.56
Case 399;240.00;346.67;103.33;1.30;80.00;123.33;115.84;20.35;50942254.76
Case 400;240.00;346.67;103.33;1.30;80.00;130.00;115.95;13.72;50231140.01
Case 401;240.00;346.67;103.33;1.53;60.00;110.00;109.98;39.03;47704490.43
Case 402;240.00;346.67;103.33;1.53;60.00;116.67;111.64;31.12;49698393.33
Case 403;240.00;346.67;103.33;1.53;60.00;123.33;111.81;24.36;50884022.35
Case 404;240.00;346.67;103.33;1.53;60.00;130.00;111.86;17.74;50509523.07
Case 405;240.00;346.67;103.33;1.53;66.67;110.00;110.03;38.78;49103894.19
Case 406;240.00;346.67;103.33;1.53;66.67;116.67;113.12;29.69;50917017.85
Case 407;240.00;346.67;103.33;1.53;66.67;123.33;113.34;22.89;52076940.47
Case 408;240.00;346.67;103.33;1.53;66.67;130.00;113.42;16.21;51663811.29
Case 409;240.00;346.67;103.33;1.53;73.33;110.00;110.04;38.78;50490248.95
Case 410;240.00;346.67;103.33;1.53;73.33;116.67;114.55;28.29;52088275.42
Case 411;240.00;346.67;103.33;1.53;73.33;123.33;114.85;21.42;53242454.12
Case 412;240.00;346.67;103.33;1.53;73.33;130.00;114.96;14.67;52900774.76
Case 413;240.00;346.67;103.33;1.53;80.00;110.00;110.00;38.95;51855049.27
Case 414;240.00;346.67;103.33;1.53;80.00;116.67;115.94;26.89;53200988.71
Case 415;240.00;346.67;103.33;1.53;80.00;123.33;116.34;19.97;54624066.94
Case 416;240.00;346.67;103.33;1.53;80.00;130.00;116.47;13.21;54194467.69
Case 417;240.00;346.67;103.33;1.77;60.00;110.00;109.96;39.20;48546085.61
Case 418;240.00;346.67;103.33;1.77;60.00;116.67;111.89;30.90;50490497.55
Case 419;240.00;346.67;103.33;1.77;60.00;123.33;112.11;24.14;52150273.99
Case 420;240.00;346.67;103.33;1.77;60.00;130.00;112.18;17.45;53343894.91
Case 421;240.00;346.67;103.33;1.77;66.67;110.00;110.04;38.93;50041023.94
Case 422;240.00;346.67;103.33;1.77;66.67;116.67;113.40;29.47;51792250.19
Case 423;240.00;346.67;103.33;1.77;66.67;123.33;113.67;22.54;53538386.08
Case 424;240.00;346.67;103.33;1.77;66.67;130.00;113.76;15.90;54664946.07
Case 425;240.00;346.67;103.33;1.77;73.33;110.00;110.02;39.02;51520220.35
Case 426;240.00;346.67;103.33;1.77;73.33;116.67;114.84;28.01;53046455.92
Case 427;240.00;346.67;103.33;1.77;73.33;123.33;115.21;21.07;54919454.08
Case 428;240.00;346.67;103.33;1.77;73.33;130.00;115.31;14.32;56052216.30
Case 429;240.00;346.67;103.33;1.77;80.00;110.00;110.02;39.11;52983039.75
Case 430;240.00;346.67;103.33;1.77;80.00;116.67;116.21;26.64;54219952.92
Case 431;240.00;346.67;103.33;1.77;80.00;123.33;116.72;19.61;56274940.49
Case 432;240.00;346.67;103.33;1.77;80.00;130.00;116.85;12.86;57495246.54
Case 433;240.00;346.67;103.33;2.00;60.00;110.00;109.97;39.31;49390033.68
Case 434;240.00;346.67;103.33;2.00;60.00;116.67;112.10;30.75;51299860.64
Case 435;240.00;346.67;103.33;2.00;60.00;123.33;112.33;23.97;52965285.23
Case 436;240.00;346.67;103.33;2.00;60.00;130.00;112.42;17.24;54446086.49
Case 437;240.00;346.67;103.33;2.00;66.67;110.00;110.02;39.11;50984991.51
Case 438;240.00;346.67;103.33;2.00;66.67;116.67;113.61;29.31;52689054.31
Case 439;240.00;346.67;103.33;2.00;66.67;123.33;113.91;22.40;54445791.05
Case 440;240.00;346.67;103.33;2.00;66.67;130.00;114.01;15.66;55963704.88
Case 441;240.00;346.67;103.33;2.00;73.33;110.00;110.02;39.15;52561300.88
Case 442;240.00;346.67;103.33;2.00;73.33;116.67;115.05;27.83;54023989.26
Case 443;240.00;346.67;103.33;2.00;73.33;123.33;115.45;20.85;55915245.37
Case 444;240.00;346.67;103.33;2.00;73.33;130.00;115.57;14.07;57475280.10
Case 445;240.00;346.67;103.33;2.00;80.00;110.00;110.01;39.25;54117932.77
Case 446;240.00;346.67;103.33;2.00;80.00;116.67;116.43;26.48;55273226.58
Case 447;240.00;346.67;103.33;2.00;80.00;123.33;116.93;19.35;57363224.03
Case 448;240.00;346.67;103.33;2.00;80.00;130.00;117.13;12.54;58979759.04
Case 449;240.00;346.67;110.00;1.30;60.00;110.00;110.03;38.75;46327615.21
Case 450;240.00;346.67;110.00;1.30;60.00;116.67;111.18;31.45;48151735.18
Case 451;240.00;346.67;110.00;1.30;60.00;123.33;111.35;24.74;47518139.07
Case 452;240.00;346.67;110.00;1.30;60.00;130.00;111.39;18.18;46788901.73
Case 453;240.00;346.67;110.00;1.30;66.67;110.00;109.98;38.64;47608014.37
Case 454;240.00;346.67;110.00;1.30;66.67;116.67;112.62;30.05;49371599.67
Case 455;240.00;346.67;110.00;1.30;66.67;123.33;112.87;23.30;48632434.92
Case 456;240.00;346.67;110.00;1.30;66.67;130.00;112.91;16.68;47815227.76
Case 457;240.00;346.67;110.00;1.30;73.33;110.00;110.03;38.57;48824254.50
Case 458;240.00;346.67;110.00;1.30;73.33;116.67;114.03;28.58;50622646.70
Case 459;240.00;346.67;110.00;1.30;73.33;123.33;114.33;21.88;49577804.66
Case 460;240.00;346.67;110.00;1.30;73.33;130.00;114.42;15.17;48919325.91
Case 461;240.00;346.67;110.00;1.30;80.00;110.00;109.99;38.74;49935445.34
Case 462;240.00;346.67;110.00;1.30;80.00;116.67;115.40;27.32;51655136.27
Case 463;240.00;346.67;110.00;1.30;80.00;123.33;115.79;20.46;50852711.85
Case 464;240.00;346.67;110.00;1.30;80.00;130.00;115.91;13.76;50093931.53
Case 465;240.00;346.67;110.00;1.53;60.00;110.00;109.98;39.04;47148889.00
Case 466;240.00;346.67;110.00;1.53;60.00;116.67;111.57;31.18;49152994.44
Case 467;240.00;346.67;110.00;1.53;60.00;123.33;111.77;24.42;50656889.04
Case 468;240.00;346.67;110.00;1.53;60.00;130.00;111.83;17.78;50239182.46
Case 469;240.00;346.67;110.00;1.53;66.67;110.00;110.03;38.78;48532755.03
Case 470;240.00;346.67;110.00;1.53;66.67;116.67;113.02;29.75;50361313.76
Case 471;240.00;346.67;110.00;1.53;66.67;123.33;113.30;22.92;51941837.48
Case 472;240.00;346.67;110.00;1.53;66.67;130.00;113.38;16.23;51421372.52
Case 473;240.00;346.67;110.00;1.53;73.33;110.00;110.04;38.79;49785494.10
Case 474;240.00;346.67;110.00;1.53;73.33;116.67;114.41;28.27;51542737.18
Case 475;240.00;346.67;110.00;1.53;73.33;123.33;114.82;21.40;53235762.72
Case 476;240.00;346.67;110.00;1.53;73.33;130.00;114.92;14.69;52679402.11
Case 477;240.00;346.67;110.00;1.53;80.00;110.00;110.00;38.95;50998142.31
Case 478;240.00;346.67;110.00;1.53;80.00;116.67;115.82;26.98;52641591.87
Case 479;240.00;346.67;110.00;1.53;80.00;123.33;116.28;20.03;54518834.14
Case 480;240.00;346.67;110.00;1.53;80.00;130.00;116.43;13.26;54000278.73
Case 481;240.00;346.67;110.00;1.77;60.00;110.00;109.93;39.20;47977471.24
Case 482;240.00;346.67;110.00;1.77;60.00;116.67;111.83;30.97;49943681.59
Case 483;240.00;346.67;110.00;1.77;60.00;123.33;112.07;24.18;51599757.30
Case 484;240.00;346.67;110.00;1.77;60.00;130.00;112.15;17.49;53041088.27
Case 485;240.00;346.67;110.00;1.77;66.67;110.00;110.02;38.96;49437400.16
Case 486;240.00;346.67;110.00;1.77;66.67;116.67;113.32;29.54;51239587.67
Case 487;240.00;346.67;110.00;1.77;66.67;123.33;113.60;22.65;52980547.49
Case 488;240.00;346.67;110.00;1.77;66.67;130.00;113.72;15.93;54378866.68
Case 489;240.00;346.67;110.00;1.77;73.33;110.00;110.04;38.98;50777351.92
Case 490;240.00;346.67;110.00;1.77;73.33;116.67;114.74;28.16;52484185.13
Case 491;240.00;346.67;110.00;1.77;73.33;123.33;115.12;21.19;54345270.29
Case 492;240.00;346.67;110.00;1.77;73.33;130.00;115.27;14.37;55790176.05
Case 493;240.00;346.67;110.00;1.77;80.00;110.00;110.01;39.10;52091752.10
Case 494;240.00;346.67;110.00;1.77;80.00;116.67;116.09;26.73;53664862.48
Case 495;240.00;346.67;110.00;1.77;80.00;123.33;116.61;19.65;55696210.34
Case 496;240.00;346.67;110.00;1.77;80.00;130.00;116.80;12.90;57251263.19
Case 497;240.00;346.67;110.00;2.00;60.00;110.00;109.96;39.33;48832353.90
Case 498;240.00;346.67;110.00;2.00;60.00;116.67;112.02;30.82;50754862.08
Case 499;240.00;346.67;110.00;2.00;60.00;123.33;112.28;24.00;52414342.34
Case 500;240.00;346.67;110.00;2.00;60.00;130.00;112.39;17.29;53894015.19
Case 501;240.00;346.67;110.00;2.00;66.67;110.00;110.04;39.09;50354567.50
Case 502;240.00;346.67;110.00;2.00;66.67;116.67;113.53;29.38;52137059.13
Case 503;240.00;346.67;110.00;2.00;66.67;123.33;113.83;22.48;53882854.11
Case 504;240.00;346.67;110.00;2.00;66.67;130.00;113.97;15.70;55400376.73
Case 505;240.00;346.67;110.00;2.00;73.33;110.00;110.02;39.15;51786211.24
Case 506;240.00;346.67;110.00;2.00;73.33;116.67;114.95;27.93;53467526.84
Case 507;240.00;346.67;110.00;2.00;73.33;123.33;115.40;20.90;55344171.49
Case 508;240.00;346.67;110.00;2.00;73.33;130.00;115.54;14.12;56901903.95
Case 509;240.00;346.67;110.00;2.00;80.00;110.00;110.02;39.22;53202568.38
Case 510;240.00;346.67;110.00;2.00;80.00;116.67;116.30;26.58;54720311.19
Case 511;240.00;346.67;110.00;2.00;80.00;123.33;116.86;19.42;56782018.70
Case 512;240.00;346.67;110.00;2.00;80.00;130.00;117.08;12.64;58394366.98
Case 513;240.00;353.33;90.00;1.30;60.00;110.00;110.06;37.26;47485259.45
Case 514;240.00;353.33;90.00;1.30;60.00;116.67;116.25;26.22;48375231.60
Case 515;240.00;353.33;90.00;1.30;60.00;123.33;116.52;19.54;47320598.97
Case 516;240.00;353.33;90.00;1.30;60.00;130.00;116.55;12.94;46740649.55
Case 517;240.00;353.33;90.00;1.30;66.67;110.00;109.95;37.75;48701583.38
Case 518;240.00;353.33;90.00;1.30;66.67;116.67;116.62;25.66;49931369.48
Case 519;240.00;353.33;90.00;1.30;66.67;123.33;118.17;17.90;48550367.51
Case 520;240.00;353.33;90.00;1.30;66.67;130.00;118.22;11.35;47785489.60
Case 521;240.00;353.33;90.00;1.30;73.33;110.00;109.98;37.97;49928585.11
Case 522;240.00;353.33;90.00;1.30;73.33;116.67;116.57;25.63;51235890.95
Case 523;240.00;353.33;90.00;1.30;73.33;123.33;119.77;16.31;49712254.45
Case 524;240.00;353.33;90.00;1.30;73.33;130.00;119.87;9.71;48881504.42
Case 525;240.00;353.33;90.00;1.30;80.00;110.00;109.96;38.29;51141181.41
Case 526;240.00;353.33;90.00;1.30;80.00;116.67;116.61;25.55;52539829.46
Case 527;240.00;353.33;90.00;1.30;80.00;123.33;121.34;14.82;51019307.22
Case 528;240.00;353.33;90.00;1.30;80.00;130.00;121.51;8.07;50004063.12
Case 529;240.00;353.33;90.00;1.53;60.00;110.00;110.01;37.81;48286455.98
Case 530;240.00;353.33;90.00;1.53;60.00;116.67;116.61;25.98;49451292.05
Case 531;240.00;353.33;90.00;1.53;60.00;123.33;117.01;19.15;50851300.86
Case 532;240.00;353.33;90.00;1.53;60.00;130.00;117.06;12.52;50374855.86
Case 533;240.00;353.33;90.00;1.53;66.67;110.00;109.97;38.16;49599994.41
Case 534;240.00;353.33;90.00;1.53;66.67;116.67;116.63;25.75;50840627.77
Case 535;240.00;353.33;90.00;1.53;66.67;123.33;118.65;17.45;52015414.99
Case 536;240.00;353.33;90.00;1.53;66.67;130.00;118.75;10.84;51558811.40
Case 537;240.00;353.33;90.00;1.53;73.33;110.00;109.97;38.42;50911534.33
Case 538;240.00;353.33;90.00;1.53;73.33;116.67;116.59;25.79;52248959.02
Case 539;240.00;353.33;90.00;1.53;73.33;123.33;120.27;15.82;53286786.24
Case 540;240.00;353.33;90.00;1.53;73.33;130.00;120.44;9.17;52751273.56
Case 541;240.00;353.33;90.00;1.53;80.00;110.00;109.99;38.51;52232089.37
Case 542;240.00;353.33;90.00;1.53;80.00;116.67;116.63;25.72;53650421.81
Case 543;240.00;353.33;90.00;1.53;80.00;123.33;121.86;14.40;54746028.72
Case 544;240.00;353.33;90.00;1.53;80.00;130.00;122.12;7.56;54072125.84
Case 545;240.00;353.33;90.00;1.77;60.00;110.00;110.00;38.19;49106633.35
Case 546;240.00;353.33;90.00;1.77;60.00;116.67;116.67;25.98;50252876.62
Case 547;240.00;353.33;90.00;1.77;60.00;123.33;117.30;18.85;52384846.60
Case 548;240.00;353.33;90.00;1.77;60.00;130.00;117.41;12.15;53316794.50
Case 549;240.00;353.33;90.00;1.77;66.67;110.00;109.98;38.51;50510998.70
Case 550;240.00;353.33;90.00;1.77;66.67;116.67;116.64;25.85;51770579.53
Case 551;240.00;353.33;90.00;1.77;66.67;123.33;119.01;17.19;53702357.45
Case 552;240.00;353.33;90.00;1.77;66.67;130.00;119.14;10.50;54660303.44
Case 553;240.00;353.33;90.00;1.77;73.33;110.00;109.98;38.69;51916297.18
Case 554;240.00;353.33;90.00;1.77;73.33;116.67;116.60;25.92;53279484.28
Case 555;240.00;353.33;90.00;1.77;73.33;123.33;120.63;15.48;54979546.42
Case 556;240.00;353.33;90.00;1.77;73.33;130.00;120.84;8.80;56004612.19
Case 557;240.00;353.33;90.00;1.77;80.00;110.00;109.97;38.81;53320559.01
Case 558;240.00;353.33;90.00;1.77;80.00;116.67;116.63;25.88;54775907.59
Case 559;240.00;353.33;90.00;1.77;80.00;123.33;122.24;14.07;56167241.73
Case 560;240.00;353.33;90.00;1.77;80.00;130.00;122.52;7.12;57460713.11
Case 561;240.00;353.33;90.00;2.00;60.00;110.00;110.00;38.49;49935394.76
Case 562;240.00;353.33;90.00;2.00;60.00;116.67;116.64;26.07;51087389.03
Case 563;240.00;353.33;90.00;2.00;60.00;123.33;117.54;18.64;53186087.03
Case 564;240.00;353.33;90.00;2.00;60.00;130.00;117.68;11.91;54833458.29
Case 565;240.00;353.33;90.00;2.00;66.67;110.00;109.99;38.73;51433707.38
Case 566;240.00;353.33;90.00;2.00;66.67;116.67;116.63;25.99;52711302.69
Case 567;240.00;353.33;90.00;2.00;66.67;123.33;119.26;16.97;54590691.64
Case 568;240.00;353.33;90.00;2.00;66.67;130.00;119.41;10.24;56322135.04
Case 569;240.00;353.33;90.00;2.00;73.33;110.00;109.99;38.90;52928607.09
Case 570;240.00;353.33;90.00;2.00;73.33;116.67;116.61;26.02;54320142.02
Case 571;240.00;353.33;90.00;2.00;73.33;123.33;120.90;15.22;55950889.71
Case 572;240.00;353.33;90.00;2.00;73.33;130.00;121.13;8.52;57797165.65
Case 573;240.00;353.33;90.00;2.00;80.00;110.00;109.96;39.06;54415598.27
Case 574;240.00;353.33;90.00;2.00;80.00;116.67;116.63;26.03;55911123.97
Case 575;240.00;353.33;90.00;2.00;80.00;123.33;122.52;13.79;57216011.85
Case 576;240.00;353.33;90.00;2.00;80.00;130.00;122.84;6.88;59260863.19
Case 577;240.00;353.33;96.67;1.30;60.00;110.00;110.06;37.26;46972977.59
Case 578;240.00;353.33;96.67;1.30;60.00;116.67;116.17;26.28;48275428.10
Case 579;240.00;353.33;96.67;1.30;60.00;123.33;116.47;19.56;47158376.31
Case 580;240.00;353.33;96.67;1.30;60.00;130.00;116.52;12.96;46540918.72
Case 581;240.00;353.33;96.67;1.30;66.67;110.00;109.96;37.75;48175284.50
Case 582;240.00;353.33;96.67;1.30;66.67;116.67;116.62;25.65;49415089.70
Case 583;240.00;353.33;96.67;1.30;66.67;123.33;118.12;17.93;48422483.73
Case 584;240.00;353.33;96.67;1.30;66.67;130.00;118.19;11.37;47613320.30
Case 585;240.00;353.33;96.67;1.30;73.33;110.00;109.94;38.05;49380654.51
Case 586;240.00;353.33;96.67;1.30;73.33;116.67;116.65;25.47;50714018.39
Case 587;240.00;353.33;96.67;1.30;73.33;123.33;119.71;16.36;49617159.99
Case 588;240.00;353.33;96.67;1.30;73.33;130.00;119.83;9.74;48732901.58
Case 589;240.00;353.33;96.67;1.30;80.00;110.00;110.02;38.17;50603116.71
Case 590;240.00;353.33;96.67;1.30;80.00;116.67;116.62;25.54;51997171.88
Case 591;240.00;353.33;96.67;1.30;80.00;123.33;121.27;14.81;50970230.72
Case 592;240.00;353.33;96.67;1.30;80.00;130.00;121.47;8.10;49862035.36
Case 593;240.00;353.33;96.67;1.53;60.00;110.00;110.01;37.81;47772612.59
Case 594;240.00;353.33;96.67;1.53;60.00;116.67;116.55;26.00;48972550.51
Case 595;240.00;353.33;96.67;1.53;60.00;123.33;116.96;19.18;50640996.99
Case 596;240.00;353.33;96.67;1.53;60.00;130.00;117.03;12.54;50140370.96
Case 597;240.00;353.33;96.67;1.53;66.67;110.00;109.96;38.17;49072749.28
Case 598;240.00;353.33;96.67;1.53;66.67;116.67;116.63;25.76;50322555.88
Case 599;240.00;353.33;96.67;1.53;66.67;123.33;118.60;17.49;51848876.83
Case 600;240.00;353.33;96.67;1.53;66.67;130.00;118.72;10.87;51353421.85
Case 601;240.00;353.33;96.67;1.53;73.33;110.00;109.97;38.41;50372086.12
Case 602;240.00;353.33;96.67;1.53;73.33;116.67;116.59;25.79;51717462.53
Case 603;240.00;353.33;96.67;1.53;73.33;123.33;120.21;15.88;53153517.27
Case 604;240.00;353.33;96.67;1.53;73.33;130.00;120.38;9.20;52557952.08
Case 605;240.00;353.33;96.67;1.53;80.00;110.00;109.98;38.55;51675679.92
Case 606;240.00;353.33;96.67;1.53;80.00;116.67;116.63;25.72;53106734.71
Case 607;240.00;353.33;96.67;1.53;80.00;123.33;121.80;14.45;54635475.25
Case 608;240.00;353.33;96.67;1.53;80.00;130.00;122.06;7.55;53918398.46
Case 609;240.00;353.33;96.67;1.77;60.00;110.00;110.01;38.19;48592723.93
Case 610;240.00;353.33;96.67;1.77;60.00;116.67;116.66;25.99;49748027.72
Case 611;240.00;353.33;96.67;1.77;60.00;123.33;117.26;18.88;51884987.36
Case 612;240.00;353.33;96.67;1.77;60.00;130.00;117.39;12.17;53054363.69
Case 613;240.00;353.33;96.67;1.77;66.67;110.00;109.98;38.48;49986312.43
Case 614;240.00;353.33;96.67;1.77;66.67;116.67;116.64;25.87;51252104.45
Case 615;240.00;353.33;96.67;1.77;66.67;123.33;118.95;17.23;53193878.34
Case 616;240.00;353.33;96.67;1.77;66.67;130.00;119.10;10.53;54419078.69
Case 617;240.00;353.33;96.67;1.77;73.33;110.00;109.98;38.71;51377954.58
Case 618;240.00;353.33;96.67;1.77;73.33;116.67;116.59;25.94;52747112.84
Case 619;240.00;353.33;96.67;1.77;73.33;123.33;120.57;15.54;54463370.73
Case 620;240.00;353.33;96.67;1.77;73.33;130.00;120.80;8.83;55774200.09
