State;5 - Temperature;6 - Temperature;8 - Temperature;T-101 - Spec Value (Reflux Ratio);T-101 - Spec Value (Distillate Rate);T-100 - Spec Value (Distillate Rate);10 Out - Master Comp Molar Flow (diM-Ether);15 - Master Comp Molar Flow (Methanol);SPRDSHT-1 - A10: Q_sum
Case 3390;260.00;346.67;90.00;2.00;80.00;116.67;116.65;25.97;55886509.40
Case 3391;260.00;346.67;90.00;2.00;80.00;123.33;122.79;13.50;57122174.83
Case 3392;260.00;346.67;90.00;2.00;80.00;130.00;123.13;6.59;59214287.25
Case 3393;260.00;346.67;96.67;1.30;60.00;110.00;110.01;37.31;46933926.49
Case 3394;260.00;346.67;96.67;1.30;60.00;116.67;116.41;26.03;48182031.40
Case 3395;260.00;346.67;96.67;1.30;60.00;123.33;116.78;19.31;47365504.52
Case 3396;260.00;346.67;96.67;1.30;60.00;130.00;116.79;12.74;46509670.20
Case 3397;260.00;346.67;96.67;1.30;66.67;110.00;109.95;37.71;48139510.22
Case 3398;260.00;346.67;96.67;1.30;66.67;116.67;116.62;25.58;49393467.36
Case 3399;260.00;346.67;96.67;1.30;66.67;123.33;118.39;17.65;48401625.18
Case 3400;260.00;346.67;96.67;1.30;66.67;130.00;118.46;11.10;47582318.61
Case 3401;260.00;346.67;96.67;1.30;73.33;110.00;109.94;38.03;49340520.13
Case 3402;260.00;346.67;96.67;1.30;73.33;116.67;116.58;25.56;50684139.95
Case 3403;260.00;346.67;96.67;1.30;73.33;123.33;119.98;16.06;49575438.30
Case 3404;260.00;346.67;96.67;1.30;73.33;130.00;120.11;9.46;48705485.75
Case 3405;260.00;346.67;96.67;1.30;80.00;110.00;109.96;38.26;50547828.98
Case 3406;260.00;346.67;96.67;1.30;80.00;116.67;116.62;25.49;51972421.59
Case 3407;260.00;346.67;96.67;1.30;80.00;123.33;121.54;14.62;50948941.68
Case 3408;260.00;346.67;96.67;1.30;80.00;130.00;121.75;7.83;49861391.84
Case 3409;260.00;346.67;96.67;1.53;60.00;110.00;110.01;37.77;47739952.25
Case 3410;260.00;346.67;96.67;1.53;60.00;116.67;116.66;25.88;48907142.51
Case 3411;260.00;346.67;96.67;1.53;60.00;123.33;117.20;18.88;50478528.61
Case 3412;260.00;346.67;96.67;1.53;60.00;130.00;117.30;12.21;50099936.05
Case 3413;260.00;346.67;96.67;1.53;66.67;110.00;109.97;38.13;49035502.91
Case 3414;260.00;346.67;96.67;1.53;66.67;116.67;116.63;25.70;50303647.87
Case 3415;260.00;346.67;96.67;1.53;66.67;123.33;118.87;17.20;51847440.99
Case 3416;260.00;346.67;96.67;1.53;66.67;130.00;119.00;10.59;51320353.60
Case 3417;260.00;346.67;96.67;1.53;73.33;110.00;109.96;38.40;50330030.46
Case 3418;260.00;346.67;96.67;1.53;73.33;116.67;116.59;25.74;51696192.18
Case 3419;260.00;346.67;96.67;1.53;73.33;123.33;120.48;15.57;53122031.94
Case 3420;260.00;346.67;96.67;1.53;73.33;130.00;120.69;8.92;52535200.83
Case 3421;260.00;346.67;96.67;1.53;80.00;110.00;109.97;38.50;51634270.62
Case 3422;260.00;346.67;96.67;1.53;80.00;116.67;116.63;25.70;53080546.33
Case 3423;260.00;346.67;96.67;1.53;80.00;123.33;122.06;14.18;54554980.66
Case 3424;260.00;346.67;96.67;1.53;80.00;130.00;122.36;7.31;53887235.74
Case 3425;260.00;346.67;96.67;1.77;60.00;110.00;110.00;38.15;48557047.29
Case 3426;260.00;346.67;96.67;1.77;60.00;116.67;116.64;25.96;49727258.75
Case 3427;260.00;346.67;96.67;1.77;60.00;123.33;117.53;18.60;51836957.09
Case 3428;260.00;346.67;96.67;1.77;60.00;130.00;117.66;11.94;53020939.27
Case 3429;260.00;346.67;96.67;1.77;66.67;110.00;109.98;38.47;49944265.29
Case 3430;260.00;346.67;96.67;1.77;66.67;116.67;116.62;25.85;51232700.00
Case 3431;260.00;346.67;96.67;1.77;66.67;123.33;119.23;16.95;53139767.79
Case 3432;260.00;346.67;96.67;1.77;66.67;130.00;119.38;10.24;54393189.35
Case 3433;260.00;346.67;96.67;1.77;73.33;110.00;109.98;38.65;51333450.54
Case 3434;260.00;346.67;96.67;1.77;73.33;116.67;116.61;25.87;52727036.51
Case 3435;260.00;346.67;96.67;1.77;73.33;123.33;120.83;15.22;54403040.05
Case 3436;260.00;346.67;96.67;1.77;73.33;130.00;121.08;8.54;55748635.30
Case 3437;260.00;346.67;96.67;1.77;80.00;110.00;109.97;38.79;52721474.97
Case 3438;260.00;346.67;96.67;1.77;80.00;116.67;116.63;25.88;54203882.00
Case 3439;260.00;346.67;96.67;1.77;80.00;123.33;122.44;13.81;55570083.39
Case 3440;260.00;346.67;96.67;1.77;80.00;130.00;122.78;6.92;57240679.62
Case 3441;260.00;346.67;96.67;2.00;60.00;110.00;110.00;38.46;49382881.16
Case 3442;260.00;346.67;96.67;2.00;60.00;116.67;116.67;25.97;50567226.33
Case 3443;260.00;346.67;96.67;2.00;60.00;123.33;117.77;18.40;52637488.85
Case 3444;260.00;346.67;96.67;2.00;60.00;130.00;117.93;11.66;54294521.40
Case 3445;260.00;346.67;96.67;2.00;66.67;110.00;109.99;38.71;50863401.84
Case 3446;260.00;346.67;96.67;2.00;66.67;116.67;116.63;25.94;52175165.08
Case 3447;260.00;346.67;96.67;2.00;66.67;123.33;119.49;16.73;54027444.60
Case 3448;260.00;346.67;96.67;2.00;66.67;130.00;119.65;9.99;55770177.98
Case 3449;260.00;346.67;96.67;2.00;73.33;110.00;109.97;38.89;52341340.84
Case 3450;260.00;346.67;96.67;2.00;73.33;116.67;116.61;26.01;53765799.30
Case 3451;260.00;346.67;96.67;2.00;73.33;123.33;121.10;15.03;55373947.36
Case 3452;260.00;346.67;96.67;2.00;73.33;130.00;121.37;8.26;57232832.12
Case 3453;260.00;346.67;96.67;2.00;80.00;110.00;109.98;38.99;53819660.02
Case 3454;260.00;346.67;96.67;2.00;80.00;116.67;116.65;25.95;55342094.80
Case 3455;260.00;346.67;96.67;2.00;80.00;123.33;122.71;13.57;56608153.44
Case 3456;260.00;346.67;96.67;2.00;80.00;130.00;123.08;6.63;58682187.06
Case 3457;260.00;346.67;103.33;1.30;60.00;110.00;110.01;37.31;46399363.77
Case 3458;260.00;346.67;103.33;1.30;60.00;116.67;116.33;26.07;47681921.46
Case 3459;260.00;346.67;103.33;1.30;60.00;123.33;116.69;19.32;47026444.72
Case 3460;260.00;346.67;103.33;1.30;60.00;130.00;116.76;12.70;46318085.82
Case 3461;260.00;346.67;103.33;1.30;66.67;110.00;109.96;37.70;47591892.11
Case 3462;260.00;346.67;103.33;1.30;66.67;116.67;116.63;25.56;48856953.21
Case 3463;260.00;346.67;103.33;1.30;66.67;123.33;118.33;17.68;48294735.55
Case 3464;260.00;346.67;103.33;1.30;66.67;130.00;118.43;11.12;47423950.11
Case 3465;260.00;346.67;103.33;1.30;73.33;110.00;109.94;38.03;48777999.96
Case 3466;260.00;346.67;103.33;1.30;73.33;116.67;116.57;25.58;50131284.15
Case 3467;260.00;346.67;103.33;1.30;73.33;123.33;119.92;16.12;49545126.15
Case 3468;260.00;346.67;103.33;1.30;73.33;130.00;120.07;9.49;48577988.89
Case 3469;260.00;346.67;103.33;1.30;80.00;110.00;109.98;38.22;49963290.79
Case 3470;260.00;346.67;103.33;1.30;80.00;116.67;116.61;25.52;51405058.68
Case 3471;260.00;346.67;103.33;1.30;80.00;123.33;121.46;14.66;50891711.55
Case 3472;260.00;346.67;103.33;1.30;80.00;130.00;121.71;7.87;49753701.29
Case 3473;260.00;346.67;103.33;1.53;60.00;110.00;110.01;37.77;47204191.41
Case 3474;260.00;346.67;103.33;1.53;60.00;116.67;116.67;25.86;48388097.10
Case 3475;260.00;346.67;103.33;1.53;60.00;123.33;117.15;18.91;50292726.45
Case 3476;260.00;346.67;103.33;1.53;60.00;130.00;117.27;12.24;49875250.20
Case 3477;260.00;346.67;103.33;1.53;66.67;110.00;109.97;38.13;48485694.95
Case 3478;260.00;346.67;103.33;1.53;66.67;116.67;116.63;25.70;49764518.50
Case 3479;260.00;346.67;103.33;1.53;66.67;123.33;118.82;17.24;51696667.34
Case 3480;260.00;346.67;103.33;1.53;66.67;130.00;118.96;10.62;51121275.25
Case 3481;260.00;346.67;103.33;1.53;73.33;110.00;109.97;38.39;49766888.08
Case 3482;260.00;346.67;103.33;1.53;73.33;116.67;116.59;25.75;51142929.34
Case 3483;260.00;346.67;103.33;1.53;73.33;123.33;120.41;15.63;52921573.46
Case 3484;260.00;346.67;103.33;1.53;73.33;130.00;120.62;8.97;52360187.45
Case 3485;260.00;346.67;103.33;1.53;80.00;110.00;110.00;38.47;51019507.65
Case 3486;260.00;346.67;103.33;1.53;80.00;116.67;116.63;25.70;52513310.26
Case 3487;260.00;346.67;103.33;1.53;80.00;123.33;121.97;14.25;54015594.93
Case 3488;260.00;346.67;103.33;1.53;80.00;130.00;122.31;7.35;53737097.28
Case 3489;260.00;346.67;103.33;1.77;60.00;110.00;110.00;38.16;48020839.93
Case 3490;260.00;346.67;103.33;1.77;60.00;116.67;116.66;25.93;49202457.61
Case 3491;260.00;346.67;103.33;1.77;60.00;123.33;117.48;18.64;51318177.81
Case 3492;260.00;346.67;103.33;1.77;60.00;130.00;117.63;11.97;52764972.76
Case 3493;260.00;346.67;103.33;1.77;66.67;110.00;109.98;38.45;49394966.80
Case 3494;260.00;346.67;103.33;1.77;66.67;116.67;116.64;25.81;50694143.24
Case 3495;260.00;346.67;103.33;1.77;66.67;123.33;119.17;17.00;52611185.60
Case 3496;260.00;346.67;103.33;1.77;66.67;130.00;119.34;10.28;54161943.48
Case 3497;260.00;346.67;103.33;1.77;73.33;110.00;109.98;38.67;50768084.90
Case 3498;260.00;346.67;103.33;1.77;73.33;116.67;116.60;25.89;52171784.71
Case 3499;260.00;346.67;103.33;1.77;73.33;123.33;120.76;15.29;53867905.60
Case 3500;260.00;346.67;103.33;1.77;73.33;130.00;121.05;8.58;55536668.73
Case 3501;260.00;346.67;103.33;1.77;80.00;110.00;110.00;38.76;52079145.62
Case 3502;260.00;346.67;103.33;1.77;80.00;116.67;116.63;25.88;53636662.85
Case 3503;260.00;346.67;103.33;1.77;80.00;123.33;122.36;13.89;55033369.92
Case 3504;260.00;346.67;103.33;1.77;80.00;130.00;122.73;6.96;57051897.90
Case 3505;260.00;346.67;103.33;2.00;60.00;110.00;110.00;38.46;48846181.81
Case 3506;260.00;346.67;103.33;2.00;60.00;116.67;116.64;26.02;50038744.18
Case 3507;260.00;346.67;103.33;2.00;60.00;123.33;117.72;18.44;52119104.50
Case 3508;260.00;346.67;103.33;2.00;60.00;130.00;117.89;11.75;53770365.60
Case 3509;260.00;346.67;103.33;2.00;66.67;110.00;109.99;38.72;50312332.34
Case 3510;260.00;346.67;103.33;2.00;66.67;116.67;116.62;25.97;51633828.06
Case 3511;260.00;346.67;103.33;2.00;66.67;123.33;119.41;16.85;53498727.02
Case 3512;260.00;346.67;103.33;2.00;66.67;130.00;119.62;10.03;55236551.23
Case 3513;260.00;346.67;103.33;2.00;73.33;110.00;109.98;38.88;51777381.58
Case 3514;260.00;346.67;103.33;2.00;73.33;116.67;116.59;26.04;53210049.18
Case 3515;260.00;346.67;103.33;2.00;73.33;123.33;121.03;15.11;54838215.76
Case 3516;260.00;346.67;103.33;2.00;73.33;130.00;121.33;8.31;56690080.20
Case 3517;260.00;346.67;103.33;2.00;80.00;110.00;110.01;38.95;53160852.06
Case 3518;260.00;346.67;103.33;2.00;80.00;116.67;116.63;26.00;54771258.61
Case 3519;260.00;346.67;103.33;2.00;80.00;123.33;122.62;13.66;56074615.30
Case 3520;260.00;346.67;103.33;2.00;80.00;130.00;123.04;6.67;58132153.67
Case 3521;260.00;346.67;110.00;1.30;60.00;110.00;110.04;37.23;45235216.09
Case 3522;260.00;346.67;110.00;1.30;60.00;116.67;116.23;26.10;47163076.15
Case 3523;260.00;346.67;110.00;1.30;60.00;123.33;116.64;19.36;46893236.89
Case 3524;260.00;346.67;110.00;1.30;60.00;130.00;116.72;12.73;46134771.97
Case 3525;260.00;346.67;110.00;1.30;66.67;110.00;109.97;37.70;46233452.50
Case 3526;260.00;346.67;110.00;1.30;66.67;116.67;116.67;25.51;48207486.71
Case 3527;260.00;346.67;110.00;1.30;66.67;123.33;118.27;17.74;48232191.26
Case 3528;260.00;346.67;110.00;1.30;66.67;130.00;118.39;11.16;47282128.20
Case 3529;260.00;346.67;110.00;1.30;73.33;110.00;109.98;37.97;47258844.77
Case 3530;260.00;346.67;110.00;1.30;73.33;116.67;116.58;25.57;49295076.69
Case 3531;260.00;346.67;110.00;1.30;73.33;123.33;119.85;16.18;49489973.59
Case 3532;260.00;346.67;110.00;1.30;73.33;130.00;120.02;9.53;48455178.35
Case 3533;260.00;346.67;110.00;1.30;80.00;110.00;109.99;38.20;48285088.83
Case 3534;260.00;346.67;110.00;1.30;80.00;116.67;116.62;25.51;50403742.09
Case 3535;260.00;346.67;110.00;1.30;80.00;123.33;121.37;14.72;50901641.81
Case 3536;260.00;346.67;110.00;1.30;80.00;130.00;121.61;7.92;49407132.41
Case 3537;260.00;346.67;110.00;1.53;60.00;110.00;110.01;37.77;45978609.92
Case 3538;260.00;346.67;110.00;1.53;60.00;116.67;116.61;25.88;47838285.62
Case 3539;260.00;346.67;110.00;1.53;60.00;123.33;117.10;18.99;49990844.26
Case 3540;260.00;346.67;110.00;1.53;60.00;130.00;117.23;12.32;49661622.69
Case 3541;260.00;346.67;110.00;1.53;66.67;110.00;109.99;38.11;47088320.70
Case 3542;260.00;346.67;110.00;1.53;66.67;116.67;116.62;25.72;49030888.02
Case 3543;260.00;346.67;110.00;1.53;66.67;123.33;118.75;17.30;51188977.42
Case 3544;260.00;346.67;110.00;1.53;66.67;130.00;118.92;10.66;50936866.22
Case 3545;260.00;346.67;110.00;1.53;73.33;110.00;109.99;38.35;48207682.07
Case 3546;260.00;346.67;110.00;1.53;73.33;116.67;116.60;25.72;50240622.20
Case 3547;260.00;346.67;110.00;1.53;73.33;123.33;120.35;15.72;52352782.75
Case 3548;260.00;346.67;110.00;1.53;73.33;130.00;120.58;9.00;52255413.13
Case 3549;260.00;346.67;110.00;1.53;80.00;110.00;110.01;38.44;49343067.40
Case 3550;260.00;346.67;110.00;1.53;80.00;116.67;116.66;25.62;51459567.90
Case 3551;260.00;346.67;110.00;1.53;80.00;123.33;121.88;14.33;53446754.43
Case 3552;260.00;346.67;110.00;1.53;80.00;130.00;122.26;7.40;53605223.89
Case 3553;260.00;346.67;110.00;1.77;60.00;110.00;110.02;38.14;46761554.10
Case 3554;260.00;346.67;110.00;1.77;60.00;116.67;116.66;25.92;48588202.59
Case 3555;260.00;346.67;110.00;1.77;60.00;123.33;117.42;18.69;50770860.36
Case 3556;260.00;346.67;110.00;1.77;60.00;130.00;117.59;12.01;52413360.18
Case 3557;260.00;346.67;110.00;1.77;66.67;110.00;109.99;38.47;47960348.84
Case 3558;260.00;346.67;110.00;1.77;66.67;116.67;116.63;25.84;49909487.63
Case 3559;260.00;346.67;110.00;1.77;66.67;123.33;119.10;17.05;52055205.82
Case 3560;260.00;346.67;110.00;1.77;66.67;130.00;119.30;10.32;53777978.94
Case 3561;260.00;346.67;110.00;1.77;73.33;110.00;110.00;38.64;49180258.74
Case 3562;260.00;346.67;110.00;1.77;73.33;116.67;116.60;25.90;51220216.37
Case 3563;260.00;346.67;110.00;1.77;73.33;123.33;120.68;15.36;53304427.21
Case 3564;260.00;346.67;110.00;1.77;73.33;130.00;120.97;8.64;55131356.55
Case 3565;260.00;346.67;110.00;1.77;80.00;110.00;110.01;38.70;50410354.94
Case 3566;260.00;346.67;110.00;1.77;80.00;116.67;116.66;25.78;52540993.58
Case 3567;260.00;346.67;110.00;1.77;80.00;123.33;122.26;13.98;54468289.88
Case 3568;260.00;346.67;110.00;1.77;80.00;130.00;122.61;6.97;56467867.64
Case 3569;260.00;346.67;110.00;2.00;60.00;110.00;110.01;38.45;47561765.12
Case 3570;260.00;346.67;110.00;2.00;60.00;116.67;116.66;25.99;49385905.10
Case 3571;260.00;346.67;110.00;2.00;60.00;123.33;117.66;18.50;51572469.74
Case 3572;260.00;346.67;110.00;2.00;60.00;130.00;117.85;11.78;53219075.83
Case 3573;260.00;346.67;110.00;2.00;66.67;110.00;109.99;38.72;48857773.45
Case 3574;260.00;346.67;110.00;2.00;66.67;116.67;116.64;25.93;50817969.77
Case 3575;260.00;346.67;110.00;2.00;66.67;123.33;119.33;16.91;52942759.52
Case 3576;260.00;346.67;110.00;2.00;66.67;130.00;119.58;10.08;54674250.03
Case 3577;260.00;346.67;110.00;2.00;73.33;110.00;110.00;38.88;50164338.73
Case 3578;260.00;346.67;110.00;2.00;73.33;116.67;116.60;26.02;52227957.82
Case 3579;260.00;346.67;110.00;2.00;73.33;123.33;120.94;15.19;54276778.42
Case 3580;260.00;346.67;110.00;2.00;73.33;130.00;121.28;8.36;56117779.81
Case 3581;260.00;346.67;110.00;2.00;80.00;110.00;110.01;38.92;51486668.04
Case 3582;260.00;346.67;110.00;2.00;80.00;116.67;116.64;25.96;53640262.15
Case 3583;260.00;346.67;110.00;2.00;80.00;123.33;122.52;13.76;55514681.76
Case 3584;260.00;346.67;110.00;2.00;80.00;130.00;122.98;6.74;57546926.86
Case 3585;260.00;353.33;90.00;1.30;60.00;110.00;110.01;36.45;46816704.19
Case 3586;260.00;353.33;90.00;1.30;60.00;116.67;116.61;24.58;48250856.27
Case 3587;260.00;353.33;90.00;1.30;60.00;123.33;121.07;14.83;46869926.38
Case 3588;260.00;353.33;90.00;1.30;60.00;130.00;121.13;8.27;45781095.78
Case 3589;260.00;353.33;90.00;1.30;66.67;110.00;109.95;37.04;47956323.24
Case 3590;260.00;353.33;90.00;1.30;66.67;116.67;116.61;24.70;49501456.76
Case 3591;260.00;353.33;90.00;1.30;66.67;123.33;122.79;13.17;48251502.33
Case 3592;260.00;353.33;90.00;1.30;66.67;130.00;122.93;6.53;46869584.45
Case 3593;260.00;353.33;90.00;1.30;73.33;110.00;109.99;37.36;49120503.40
Case 3594;260.00;353.33;90.00;1.30;73.33;116.67;116.67;24.73;50741341.72
Case 3595;260.00;353.33;90.00;1.30;73.33;123.33;123.26;12.53;51988802.78
Case 3596;260.00;353.33;90.00;1.30;73.33;130.00;124.71;4.78;48149515.11
Case 3597;260.00;353.33;90.00;1.30;80.00;110.00;109.99;37.73;50287382.93
Case 3598;260.00;353.33;90.00;1.30;80.00;116.67;116.63;24.97;51957739.85
Case 3599;260.00;353.33;90.00;1.30;80.00;123.33;123.31;12.29;53284093.84
Case 3600;260.00;353.33;90.00;1.30;80.00;130.00;126.39;3.08;49131537.14
Case 3601;260.00;353.33;90.00;1.53;60.00;110.00;110.01;37.10;47572599.97
Case 3602;260.00;353.33;90.00;1.53;60.00;116.67;116.62;24.89;49064865.99
Case 3603;260.00;353.33;90.00;1.53;60.00;123.33;121.57;14.38;50250702.72
Case 3604;260.00;353.33;90.00;1.53;60.00;130.00;121.75;7.73;49631136.59
Case 3605;260.00;353.33;90.00;1.53;66.67;110.00;109.96;37.59;48802717.05
Case 3606;260.00;353.33;90.00;1.53;66.67;116.67;116.63;24.99;50409514.67
Case 3607;260.00;353.33;90.00;1.53;66.67;123.33;123.29;12.74;51606040.41
Case 3608;260.00;353.33;90.00;1.53;66.67;130.00;123.59;6.03;50967343.96
Case 3609;260.00;353.33;90.00;1.53;73.33;110.00;109.95;37.88;50051008.21
Case 3610;260.00;353.33;90.00;1.53;73.33;116.67;116.63;25.17;51729637.41
Case 3611;260.00;353.33;90.00;1.53;73.33;123.33;123.27;12.58;52975594.13
Case 3612;260.00;353.33;90.00;1.53;73.33;130.00;125.34;4.16;52084851.21
Case 3613;260.00;353.33;90.00;1.53;80.00;110.00;109.98;38.21;51300203.26
Case 3614;260.00;353.33;90.00;1.53;80.00;116.67;116.64;25.29;53043514.59
Case 3615;260.00;353.33;90.00;1.53;80.00;123.33;123.25;12.55;54373191.13
Case 3616;260.00;353.33;90.00;1.53;80.00;130.00;127.03;2.42;53125945.94
Case 3617;260.00;353.33;90.00;1.77;60.00;110.00;110.00;37.62;48338058.25
Case 3618;260.00;353.33;90.00;1.77;60.00;116.67;116.63;25.17;49894219.59
Case 3619;260.00;353.33;90.00;1.77;60.00;123.33;121.94;14.17;51370062.62
Case 3620;260.00;353.33;90.00;1.77;60.00;130.00;122.16;7.38;52705764.72
Case 3621;260.00;353.33;90.00;1.77;66.67;110.00;109.97;38.02;49659771.98
Case 3622;260.00;353.33;90.00;1.77;66.67;116.67;116.65;25.25;51331886.18
Case 3623;260.00;353.33;90.00;1.77;66.67;123.33;123.28;12.78;52487338.17
Case 3624;260.00;353.33;90.00;1.77;66.67;130.00;123.97;5.54;53952981.06
Case 3625;260.00;353.33;90.00;1.77;73.33;110.00;109.97;38.23;51003077.86
Case 3626;260.00;353.33;90.00;1.77;73.33;116.67;116.63;25.44;52740091.49
Case 3627;260.00;353.33;90.00;1.77;73.33;123.33;123.29;12.63;53993485.16
Case 3628;260.00;353.33;90.00;1.77;73.33;130.00;125.79;3.78;55395040.66
Case 3629;260.00;353.33;90.00;1.77;80.00;110.00;109.95;38.52;52335570.65
Case 3630;260.00;353.33;90.00;1.77;80.00;116.67;116.63;25.55;54138805.50
Case 3631;260.00;353.33;90.00;1.77;80.00;123.33;123.26;12.66;55492961.76
Case 3632;260.00;353.33;90.00;1.77;80.00;130.00;127.48;2.02;56518134.86
Case 3633;260.00;353.33;90.00;2.00;60.00;110.00;110.01;37.99;49118789.25
Case 3634;260.00;353.33;90.00;2.00;60.00;116.67;116.64;25.39;50733620.44
Case 3635;260.00;353.33;90.00;2.00;60.00;123.33;122.19;13.99;52135830.20
Case 3636;260.00;353.33;90.00;2.00;60.00;130.00;122.46;7.15;54146436.45
Case 3637;260.00;353.33;90.00;2.00;66.67;110.00;109.94;38.38;50521822.38
Case 3638;260.00;353.33;90.00;2.00;66.67;116.67;116.66;25.46;52260768.60
Case 3639;260.00;353.33;90.00;2.00;66.67;123.33;123.32;12.74;53412771.67
Case 3640;260.00;353.33;90.00;2.00;66.67;130.00;124.28;5.25;55552710.45
Case 3641;260.00;353.33;90.00;2.00;73.33;110.00;109.98;38.51;51961173.85
Case 3642;260.00;353.33;90.00;2.00;73.33;116.67;116.62;25.67;53756544.70
Case 3643;260.00;353.33;90.00;2.00;73.33;123.33;123.29;12.70;55026490.37
Case 3644;260.00;353.33;90.00;2.00;73.33;130.00;126.12;3.48;56934749.80
Case 3645;260.00;353.33;90.00;2.00;80.00;110.00;109.96;38.77;53380468.63
Case 3646;260.00;353.33;90.00;2.00;80.00;116.67;116.63;25.75;55249138.77
Case 3647;260.00;353.33;90.00;2.00;80.00;123.33;123.27;12.74;56626185.47
Case 3648;260.00;353.33;90.00;2.00;80.00;130.00;127.83;1.78;58262759.84
Case 3649;260.00;353.33;96.67;1.30;60.00;110.00;110.00;36.49;46295761.08
Case 3650;260.00;353.33;96.67;1.30;60.00;116.67;116.61;24.57;47742295.96
Case 3651;260.00;353.33;96.67;1.30;60.00;123.33;121.03;14.89;46774370.61
Case 3652;260.00;353.33;96.67;1.30;60.00;130.00;121.09;8.29;45609801.77
Case 3653;260.00;353.33;96.67;1.30;66.67;110.00;109.97;37.00;47429107.07
Case 3654;260.00;353.33;96.67;1.30;66.67;116.67;116.63;24.65;48982681.43
Case 3655;260.00;353.33;96.67;1.30;66.67;123.33;122.73;13.19;48177252.20
Case 3656;260.00;353.33;96.67;1.30;66.67;130.00;122.89;6.56;46723230.27
Case 3657;260.00;353.33;96.67;1.30;73.33;110.00;109.99;37.36;48576436.01
Case 3658;260.00;353.33;96.67;1.30;73.33;116.67;116.65;24.75;50206874.19
Case 3659;260.00;353.33;96.67;1.30;73.33;123.33;123.27;12.49;51464085.44
Case 3660;260.00;353.33;96.67;1.30;73.33;130.00;124.66;4.79;48019130.81
Case 3661;260.00;353.33;96.67;1.30;80.00;110.00;109.97;37.77;49718295.69
Case 3662;260.00;353.33;96.67;1.30;80.00;116.67;116.64;24.97;51409396.31
Case 3663;260.00;353.33;96.67;1.30;80.00;123.33;123.31;12.29;52745194.54
Case 3664;260.00;353.33;96.67;1.30;80.00;130.00;126.35;3.14;49113982.34
Case 3665;260.00;353.33;96.67;1.53;60.00;110.00;110.02;37.07;47057998.54
Case 3666;260.00;353.33;96.67;1.53;60.00;116.67;116.62;24.90;48554744.04
Case 3667;260.00;353.33;96.67;1.53;60.00;123.33;121.52;14.42;50113186.72
Case 3668;260.00;353.33;96.67;1.53;60.00;130.00;121.70;7.78;49475089.59
Case 3669;260.00;353.33;96.67;1.53;66.67;110.00;109.96;37.58;48271459.12
Case 3670;260.00;353.33;96.67;1.53;66.67;116.67;116.62;25.03;49883101.17
Case 3671;260.00;353.33;96.67;1.53;66.67;123.33;123.22;12.76;51118166.45
Case 3672;260.00;353.33;96.67;1.53;66.67;130.00;123.55;6.06;50800431.25
Case 3673;260.00;353.33;96.67;1.53;73.33;110.00;109.97;37.92;49505094.57
Case 3674;260.00;353.33;96.67;1.53;73.33;116.67;116.63;25.17;51193765.96
Case 3675;260.00;353.33;96.67;1.53;73.33;123.33;123.29;12.54;52450086.25
Case 3676;260.00;353.33;96.67;1.53;73.33;130.00;125.30;4.23;51943670.06
Case 3677;260.00;353.33;96.67;1.53;80.00;110.00;110.08;37.96;50779026.52
Case 3678;260.00;353.33;96.67;1.53;80.00;116.67;116.64;25.29;52493465.91
Case 3679;260.00;353.33;96.67;1.53;80.00;123.33;123.25;12.56;53832072.98
Case 3680;260.00;353.33;96.67;1.53;80.00;130.00;126.98;2.46;53021693.75
Case 3681;260.00;353.33;96.67;1.77;60.00;110.00;110.00;37.62;47819553.36
Case 3682;260.00;353.33;96.67;1.77;60.00;116.67;116.62;25.18;49383172.23
Case 3683;260.00;353.33;96.67;1.77;60.00;123.33;121.88;14.21;50879951.03
Case 3684;260.00;353.33;96.67;1.77;60.00;130.00;122.11;7.40;52434294.97
Case 3685;260.00;353.33;96.67;1.77;66.67;110.00;109.97;38.03;49127661.44
Case 3686;260.00;353.33;96.67;1.77;66.67;116.67;116.64;25.27;50805921.16
Case 3687;260.00;353.33;96.67;1.77;66.67;123.33;123.30;12.74;51974874.86
Case 3688;260.00;353.33;96.67;1.77;66.67;130.00;123.93;5.60;53759230.87
Case 3689;260.00;353.33;96.67;1.77;73.33;110.00;109.97;38.23;50458345.59
Case 3690;260.00;353.33;96.67;1.77;73.33;116.67;116.63;25.44;52203044.80
Case 3691;260.00;353.33;96.67;1.77;73.33;123.33;123.27;12.65;53464914.44
Case 3692;260.00;353.33;96.67;1.77;73.33;130.00;125.74;3.82;55211097.72
Case 3693;260.00;353.33;96.67;1.77;80.00;110.00;109.95;38.52;51775977.55
Case 3694;260.00;353.33;96.67;1.77;80.00;116.67;116.63;25.55;53588870.95
Case 3695;260.00;353.33;96.67;1.77;80.00;123.33;123.26;12.65;54952302.68
Case 3696;260.00;353.33;96.67;1.77;80.00;130.00;127.43;2.01;56335019.97
Case 3697;260.00;353.33;96.67;2.00;60.00;110.00;110.01;37.98;48600640.20
Case 3698;260.00;353.33;96.67;2.00;60.00;116.67;116.64;25.40;50222679.23
Case 3699;260.00;353.33;96.67;2.00;60.00;123.33;122.13;14.04;51646883.66
Case 3700;260.00;353.33;96.67;2.00;60.00;130.00;122.40;7.15;53645237.83
Case 3701;260.00;353.33;96.67;2.00;66.67;110.00;109.94;38.38;49989528.32
Case 3702;260.00;353.33;96.67;2.00;66.67;116.67;116.66;25.47;51736558.68
Case 3703;260.00;353.33;96.67;2.00;66.67;123.33;123.30;12.78;52896791.53
